FBgn_ID,Gene_name,FBgn_alias,CG_ID,CG_alias,tau,Age_classification
FBgn0027598,cindr,"FBgn0039803,FBgn0051012",CG31012,"CG11316,CG1408",0.362,Bilateria
FBgn0027599,CG2790,,CG2790,,0.402,Eukaryota
FBgn0027600,obst-B,FBgn0028958,CG4778,,0.735,Diptera
FBgn0027601,pdgy,,CG9009,,0.488,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0027602,CG8611,,CG8611,,0.402,Eukaryota
FBgn0027603,Ulp1,,CG12359,,0.266,Eukaryota
FBgn0027607,CG8230,,CG8230,,0.321,Eukaryota
FBgn0027608,CG2082,,CG2082,,0.577,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0027609,morgue,,CG15437,,0.451,Diptera
FBgn0027610,Dic1,,CG8790,,0.427,Diptera
FBgn0027611,LManII,,CG6206,,0.501,Eukaryota
FBgn0027615,CG6404,,CG6404,,0.574,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0027616,YT521-B,,CG12076,,0.285,Eukaryota
FBgn0027617,CG5808,,CG5808,,0.386,Eukaryota
FBgn0027619,Adam,"FBgn0015482,FBgn0019724,FBgn0021866,FBgn0033470",CG12131,,0.192,Eukaryota
FBgn0027620,Acf,FBgn0021749,CG1966,,0.396,Bilateria
FBgn0027621,Pfrx,,CG3400,,0.496,Cellular_Organisms
FBgn0027654,jdp,,CG2239,,0.623,Bilateria
FBgn0027655,htt,,CG9995,,0.321,Eukaryota
FBgn0027657,glob1,,CG9734,,0.425,Bilateria
FBgn0027660,blot,,CG3897,,0.565,Bilateria
FBgn0027779,VhaSFD,,CG17332,,0.331,Eukaryota
FBgn0027780,U26,,CG13401,,0.326,Cellular_Organisms
FBgn0027783,SMC2,,CG10212,,0.404,Cellular_Organisms
FBgn0027784,Prp18,,CG6011,,0.482,Eukaryota
FBgn0027785,NP15.6,FBgn0062121,CG6008,,0.34,Bilateria
FBgn0027786,Mtch,,CG6851,,0.303,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0027790,GV1,"FBgn0035278,FBgn0061378",CG12023,,0.703,Pan-drosophilid
FBgn0027791,O-fut2,,CG14789,,0.529,Eukaryota
FBgn0027793,CG14787,,CG14787,,0.82,Pan-drosophilid
FBgn0027794,Lrpprc2,,CG14786,,0.474,Diptera
FBgn0027795,CG14785,,CG14785,,0.854,Pan-drosophilid
FBgn0027835,Dp1,"FBgn0027520,FBgn0027530,FBgn0046433,FBgn0061926",CG5170,,0.228,Eukaryota
FBgn0027836,Dgp-1,,CG5729,,0.5,Diptera
FBgn0027841,CstF-64,,CG7697,,0.464,Eukaryota
FBgn0027843,CAH2,FBgn0036261,CG6906,,0.603,Eukaryota
FBgn0027844,CAH1,FBgn0027926,CG7820,,0.583,Cellular_Organisms
FBgn0027864,Ogg1,,CG1795,,0.449,Cellular_Organisms
FBgn0027865,Tsp96F,,CG6120,,0.36,Bilateria
FBgn0027866,CG9776,,CG9776,,0.354,Bilateria
FBgn0027868,Nup107,,CG6743,,0.435,Eukaryota
FBgn0027872,rdgBbeta,,CG17818,,0.394,Eukaryota
FBgn0027873,Cpsf100,,CG1957,,0.296,Eukaryota
FBgn0027885,Aac11,FBgn0022116,CG6582,,0.207,Eukaryota
FBgn0027889,ball,,CG6386,,0.451,Bilateria
FBgn0027903,CG12018,,CG12018,,0.499,Cellular_Organisms
FBgn0027929,NimB1,FBgn0053119,CG33119,CG8855,0.694,Pan-drosophilid
FBgn0027930,MP1,,CG1102,,0.306,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0027932,Akap200,"FBgn0061414,FBgn0062168,FBgn0062223",CG13388,,0.283,Diptera
FBgn0027945,ppl,FBgn0013569,CG7758,,0.512,Cellular_Organisms
FBgn0027948,msps,FBgn0044745,CG5000,,0.232,Eukaryota
FBgn0027949,msb1l,,CG10364,,0.492,Pan-drosophilid
FBgn0027950,MBD-like,FBgn0029156,CG8208,,0.465,Bilateria
FBgn0027951,MTA1-like,,CG2244,,0.291,Bilateria
FBgn0028292,ric8a,FBgn0030115,CG15797,,0.399,Eukaryota
FBgn0028325,l(1)G0334,FBgn0029721,CG7010,,0.391,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0028327,l(1)G0320,"FBgn0030135,FBgn0052701",CG32701,CG2994,0.246,Eukaryota
FBgn0028331,l(1)G0289,FBgn0030194,CG2221,,0.276,Bilateria
FBgn0028336,l(1)G0255,"FBgn0027231,FBgn0029889",CG4094,,0.363,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0028341,Ptpmeg2,"FBgn0030146,FBgn0030147,FBgn0052697",CG32697,"CG3101,CG3102",0.348,Bilateria
FBgn0028342,ATPsyndelta,"FBgn0030184,FBgn0066857,FBgn0066858",CG2968,,0.424,Cellular_Organisms
FBgn0028343,Ankle2,"FBgn0028328,FBgn0030845,FBgn0066835,FBgn0066836,FBgn0066837",CG8465,,0.331,Bilateria
FBgn0028360,Cdc7,"FBgn0028359,FBgn0029883,FBgn0029884,FBgn0040156,FBgn0052742,FBgn0066815",CG32742,"CG8655,CG8656",0.537,Eukaryota
FBgn0028369,kirre,FBgn0028745,CG3653,,0.641,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0028370,kek3,FBgn0027924,CG4192,,0.857,Bilateria
FBgn0028371,jbug,"FBgn0034772,FBgn0034773,FBgn0040659,FBgn0041831,FBgn0050092",CG30092,"CG11605,CG3550,CG13525",0.623,Bilateria
FBgn0028372,isopeptidase-T-3,,CG11025,,0.655,Eukaryota
FBgn0028374,Hug,FBgn0038062,CG6371,,0.861,Pan-drosophilid
FBgn0028375,heix,FBgn0001993,CG5876,,0.392,Cellular_Organisms
FBgn0028377,gdl-ORF39,"FBgn0053088,FBgn0053755",CG33755,"CG33088,CG7268",0.607,Pan-drosophilid
FBgn0028379,fan,FBgn0035836,CG7919,,0.821,Bilateria
FBgn0028380,fal,FBgn0036863,CG9670,,0.473,Cellular_Organisms
FBgn0028381,Decay,,CG14902,,0.745,Bilateria
FBgn0028382,cyp33,,CG4886,,0.316,Eukaryota
FBgn0028387,chm,FBgn0031911,CG5229,,0.414,Eukaryota
FBgn0028394,CG17834,FBgn0063101,CG17834,,0.615,Diptera
FBgn0028396,TotA,FBgn0051509,CG31509,,0.736,mel-subgroup
FBgn0028397,Tob,,CG9214,,0.492,Bilateria
FBgn0028398,Taf10,FBgn0062976,CG2859,,0.349,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028399,TMS1,,CG4672,,0.27,Eukaryota
FBgn0028400,Syt4,,CG10047,,0.661,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0028402,Sin,,CG10582,,0.29,Eukaryota
FBgn0028406,Drep4,,CG9414,,0.455,Bilateria
FBgn0028407,Drep3,"FBgn0033678,FBgn0063749",CG8364,CG13187,0.849,Pan-drosophilid
FBgn0028408,Drep2,"FBgn0062196,FBgn0062202",CG1975,,0.64,Diptera
FBgn0028410,Pk34A,,CG5182,,0.912,Bilateria
FBgn0028411,Nxt1,,CG12752,,0.282,Eukaryota
FBgn0028412,Mst33A,,CG6541,,0.82,Pan-drosophilid
FBgn0028415,Met75Cb,FBgn0036788,CG18064,,0.899,mel-group
FBgn0028416,Met75Ca,FBgn0052197,CG32197,,0.916,mel-group
FBgn0028418,Lk,FBgn0036429,CG13480,,0.681,Pan-drosophilid
FBgn0028421,Kap3,FBgn0030287,CG11759,,0.346,Eukaryota
FBgn0028422,GluRIID,"FBgn0038817,FBgn0061176,FBgn0082321",CG18039,,0.769,Eukaryota
FBgn0028424,JhI-26,FBgn0034108,CG3767,,0.546,Diptera
FBgn0028425,JhI-21,FBgn0032403,CG12317,,0.496,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0028426,JhI-1,FBgn0033506,CG3298,,0.487,Cellular_Organisms
FBgn0028427,Ilk,"FBgn0013568,FBgn0037062",CG10504,,0.213,Eukaryota
FBgn0028429,I-2,,CG10574,,0.549,Eukaryota
FBgn0028430,He,"FBgn0044869,FBgn0051770",CG31770,,0.679,mel-subgroup
FBgn0028434,Ercc1,,CG10215,,0.311,Eukaryota
FBgn0028436,ECSIT,,CG10610,,0.318,Bilateria
FBgn0028467,CG11070,,CG11070,,0.437,Diptera
FBgn0028468,rtet,"FBgn0010915,FBgn0063806",CG5760,,0.298,Cellular_Organisms
FBgn0028471,Nab2,"FBgn0025989,FBgn0043459",CG5720,,0.326,Eukaryota
FBgn0028473,Non1,FBgn0050341,CG8801,CG30341,0.227,Cellular_Organisms
FBgn0028474,CG4119,,CG4119,,0.294,Eukaryota
FBgn0028475,Hrd3,,CG10221,,0.409,Cellular_Organisms
FBgn0028476,Usp1,,CG15817,,0.39,Diptera
FBgn0028479,Mtpalpha,,CG4389,,0.233,Cellular_Organisms
FBgn0028480,CG17841,FBgn0025969,CG17841,,0.351,Bilateria
FBgn0028481,CG4341,,CG4341,,0.79,Eukaryota
FBgn0028482,bdl,,CG16857,,0.718,Diptera
FBgn0028484,Ack,FBgn0060299,CG14992,,0.536,Bilateria
FBgn0028487,f-cup,,CG9611,,0.616,Bilateria
FBgn0028490,CG31705,"FBgn0051705,FBgn0063626",CG31705,CG6528,0.378,Pan-drosophilid
FBgn0028491,CG2930,"FBgn0052780,FBgn0052787",CG2930,"CG32787,CG32780",0.625,Cellular_Organisms
FBgn0028494,CG6424,"FBgn0045920,FBgn0045921,FBgn0045922,FBgn0061523",CG6424,,0.791,Bilateria
FBgn0028496,CG30116,"FBgn0034353,FBgn0050116",CG30116,"CG5512,CG17671",0.763,Cellular_Organisms
FBgn0028497,CG3530,FBgn0040661,CG3530,CG18093,0.368,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028499,CG7985,,CG7985,,0.635,Bilateria
FBgn0028500,Rich,,CG9063,,0.235,Eukaryota
FBgn0028504,CG12182,,CG12182,,0.669,Pan-drosophilid
FBgn0028506,CG4455,"FBgn0026574,FBgn0027876",CG4455,,0.414,Pan-drosophilid
FBgn0028507,CG3793,FBgn0027891,CG3793,,0.46,Eukaryota
FBgn0028509,CenG1A,"FBgn0027879,FBgn0032534,FBgn0040976,FBgn0051811",CG31811,"CG7982,CG16867,CG16866",0.398,Bilateria
FBgn0028513,CG9254,,CG9254,,0.743,mel-subgroup
FBgn0028514,CG4793,"FBgn0027849,FBgn0032578",CG4793,,0.855,Pan-drosophilid
FBgn0028515,EndoGI,FBgn0027856,CG4930,,0.291,Pan-drosophilid
FBgn0028516,ZnT35C,FBgn0027920,CG3994,,0.743,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0028517,CG18478,FBgn0032569,CG18478,,0.832,mel-group
FBgn0028518,CG18480,"FBgn0027846,FBgn0032567",CG18480,,0.8,Pan-drosophilid
FBgn0028519,CG4500,FBgn0019862,CG4500,,0.688,Diptera
FBgn0028520,CG4891,FBgn0027927,CG4891,,0.921,Pan-drosophilid
FBgn0028523,CG5888,,CG5888,,0.441,Pan-drosophilid
FBgn0028525,c(2)M,,CG4249,,0.631,Pan-drosophilid
FBgn0028526,CG15293,FBgn0027904,CG15293,,0.747,Pan-drosophilid
FBgn0028527,CG18507,FBgn0032531,CG18507,,0.673,Bilateria
FBgn0028530,mTTF,FBgn0027850,CG18124,,0.273,Diptera
FBgn0028531,CG15286,,CG15286,,0.871,Pan-drosophilid
FBgn0028532,CG7968,FBgn0027848,CG7968,,0.813,Diptera
FBgn0028533,CG7953,FBgn0044554,CG7953,,0.754,Diptera
FBgn0028534,CG7916,,CG7916,,0.769,Diptera
FBgn0028537,CG31775,"FBgn0047030,FBgn0047116,FBgn0051775,FBgn0063098",CG31775,,0.68,Pan-drosophilid
FBgn0028538,Sec71,FBgn0027855,CG7578,,0.417,Eukaryota
FBgn0028539,CG31731,"FBgn0027851,FBgn0032532,FBgn0051731",CG31731,"CG7491,CG7559",0.404,Cellular_Organisms
FBgn0028540,CG9008,FBgn0027905,CG9008,,0.598,Cellular_Organisms
FBgn0028541,TM9SF4,"FBgn0027852,FBgn0040975",CG7364,CG16861,0.298,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028542,NimB4,FBgn0053115,CG33115,CG16882,0.683,Pan-drosophilid
FBgn0028543,NimB2,"FBgn0027908,FBgn0051839",CG31839,CG16882,0.54,Bilateria
FBgn0028544,CG16884,FBgn0027907,CG16884,,0.782,Pan-drosophilid
FBgn0028546,ics,,CG9031,,0.242,Eukaryota
FBgn0028550,Atf3,FBgn0026877,CG11405,,0.43,Bilateria
FBgn0028552,gammaSnap1,,CG3988,,0.298,Eukaryota
FBgn0028554,x16,"FBgn0022271,FBgn0040511,FBgn0061658",CG10203,,0.342,Eukaryota
FBgn0028560,sut4,,CG1380,,0.876,Pan-drosophilid
FBgn0028561,sut3,FBgn0033256,CG17976,,0.904,Bilateria
FBgn0028562,sut2,FBgn0033255,CG17975,,0.807,Bilateria
FBgn0028563,sut1,,CG8714,,0.509,Diptera
FBgn0028567,robl62A,FBgn0035222,CG1014,,0.858,Pan-drosophilid
FBgn0028569,robl37BC,FBgn0032739,CG15171,,0.931,Pan-drosophilid
FBgn0028570,robl22E,FBgn0031411,CG10838,,0.911,Pan-drosophilid
FBgn0028572,qtc,FBgn0031679,CG14039,,0.679,Diptera
FBgn0028573,prc,"FBgn0025696,FBgn0036231",CG5700,,0.859,Eukaryota
FBgn0028577,pUf68,FBgn0062032,CG12085,,0.344,Eukaryota
FBgn0028579,phtf,FBgn0028488,CG3268,,0.555,Bilateria
FBgn0028581,mei-217,"FBgn0053067,FBgn0053935",CG33935,CG33067,0.902,Pan-drosophilid
FBgn0028582,lqf,"FBgn0022808,FBgn0028209,FBgn0062152",CG8532,,0.37,Eukaryota
FBgn0028583,lcs,,CG12794,,0.827,Pan-drosophilid
FBgn0028622,qsm,"FBgn0034522,FBgn0040727,FBgn0043360,FBgn0044465",CG13432,CG13433,0.62,Diptera
FBgn0028644,beat-Ic,FBgn0032580,CG4838,,0.787,Pan-drosophilid
FBgn0028645,beat-Ib,"FBgn0032576,FBgn0063001",CG7644,,0.794,Pan-drosophilid
FBgn0028646,aralar1,"FBgn0039772,FBgn0061423",CG2139,,0.433,Eukaryota
FBgn0028647,CG11902,,CG11902,,0.413,Bilateria
FBgn0028648,mRpL50,"FBgn0062489,FBgn0063072",CG8612,,0.394,Bilateria
FBgn0028658,Adat1,,CG16889,,0.575,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028662,VhaPPA1-1,FBgn0038278,CG7007,,0.309,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028663,VhaM9.7-b,"FBgn0037096,FBgn0061891",CG7625,,0.398,Diptera
FBgn0028664,VhaM9.7-c,FBgn0035506,CG11589,,0.348,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028665,VhaAC39-1,"FBgn0025327,FBgn0029680",CG2934,,0.315,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028667,Vha16-3,"FBgn0036163,FBgn0052090",CG32090,CG7547,0.896,mel-group
FBgn0028668,Vha16-2,"FBgn0036163,FBgn0052089",CG32089,CG7547,0.918,Pan-drosophilid
FBgn0028669,Vha100-3,"FBgn0050329,FBgn0065027",CG30329,,0.884,Bilateria
FBgn0028670,Vha100-2,"FBgn0027516,FBgn0038615,FBgn0038616,FBgn0062113",CG18617,CG7679,0.32,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028671,Vha100-1,FBgn0027533,CG1709,,0.209,Eukaryota
FBgn0028675,Sur,FBgn0025710,CG5772,,0.72,Diptera
FBgn0028683,spt4,FBgn0022179,CG12372,,0.244,Eukaryota
FBgn0028684,Rpt5,"FBgn0010835,FBgn0026321,FBgn0027925,FBgn0045868,FBgn0045870,FBgn0045946",CG10370,,0.264,Eukaryota
FBgn0028685,Rpt4,"FBgn0027213,FBgn0029070,FBgn0040197",CG3455,,0.207,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0028686,Rpt3,FBgn0026699,CG16916,,0.226,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028687,Rpt1,"FBgn0004135,FBgn0010606,FBgn0061531",CG1341,,0.214,Eukaryota
FBgn0028688,Rpn7,"FBgn0046486,FBgn0046488",CG5378,,0.331,Eukaryota
FBgn0028689,Rpn6,"FBgn0022278,FBgn0027867",CG10149,CG5289,0.282,Eukaryota
FBgn0028690,Rpn5,,CG1100,,0.244,Eukaryota
FBgn0028691,Rpn9,FBgn0028103,CG10230,,0.287,Eukaryota
FBgn0028692,Rpn2,,CG11888,,0.319,Eukaryota
FBgn0028693,Rpn12,,CG4157,,0.237,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028694,Rpn11,,CG18174,,0.309,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028695,Rpn1,FBgn0027517,CG7762,,0.304,Eukaryota
FBgn0028697,RpL15,"FBgn0002298,FBgn0058199",CG17420,CG40199,0.191,Cellular_Organisms
FBgn0028699,Rh50,"FBgn0028502,FBgn0029132",CG7499,,0.744,Cellular_Organisms
FBgn0028700,RfC38,FBgn0027894,CG6258,,0.401,Eukaryota
FBgn0028703,Nhe3,,CG11328,,0.404,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0028704,Nckx30C,"FBgn0032141,FBgn0042190",CG18660,CG4106,0.756,Bilateria
FBgn0028707,Mt2,FBgn0029313,CG10692,,0.698,Cellular_Organisms
FBgn0028708,Mst85C,,CG11993,,0.349,Diptera
FBgn0028717,Lnk,"FBgn0039383,FBgn0039384",CG17367,CG5908,0.268,Bilateria
FBgn0028734,Fmr1,"FBgn0037787,FBgn0047258",CG6203,,0.334,Bilateria
FBgn0028737,Ef1beta,"FBgn0025828,FBgn0027858",CG6341,,0.158,Eukaryota
FBgn0028738,ETH,FBgn0035067,CG18105,,0.508,Diptera
FBgn0028740,CG6362,,CG6362,,0.865,Diptera
FBgn0028741,fab1,,CG6355,,0.365,Eukaryota
FBgn0028743,Dhit,,CG5036,,0.616,Bilateria
FBgn0028744,CG5033,,CG5033,,0.343,Eukaryota
FBgn0028746,CG18508,"FBgn0041573,FBgn0042220",CG18508,CG4015,0.493,Diptera
FBgn0028789,Doc1,,CG5133,,0.793,Bilateria
FBgn0028833,Dak1,FBgn0062096,CG6092,,0.289,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028836,CSN7,FBgn0033291,CG2038,,0.418,Eukaryota
FBgn0028837,CSN6,,CG6932,,0.401,Eukaryota
FBgn0028838,CSN1a,FBgn0028869,CG4697,,0.912,Pan-drosophilid
FBgn0028841,jhamt,,CG17330,,0.867,Diptera
FBgn0028844,CG15283,FBgn0040980,CG15283,,0.896,Pan-drosophilid
FBgn0028847,CG9014,,CG9014,,0.891,Pan-drosophilid
FBgn0028848,CG7311,FBgn0001129,CG7311,,0.896,Pan-drosophilid
FBgn0028850,CG15260,,CG15260,,0.898,mel-group
FBgn0028852,CG15262,,CG15262,,0.906,Bilateria
FBgn0028853,CG15263,,CG15263,,0.936,mel-group
FBgn0028855,CG15282,"FBgn0032547,FBgn0047164",CG15282,,0.816,Pan-drosophilid
FBgn0028856,CG18063,FBgn0032579,CG18063,,0.801,Pan-drosophilid
FBgn0028857,CG12448,,CG12448,,0.865,Pan-drosophilid
FBgn0028858,CG10839,,CG10839,,0.92,Pan-drosophilid
FBgn0028862,dao,FBgn0044756,CG15267,,0.729,Diptera
FBgn0028864,CG18477,FBgn0032568,CG18477,,0.797,Pan-drosophilid
FBgn0028866,CG18420,FBgn0032552,CG18420,,0.919,mel-subgroup
FBgn0028868,CG4701,,CG4701,,0.896,Eukaryota
FBgn0028870,CG4691,FBgn0044583,CG4691,,0.868,Pan-drosophilid
FBgn0028871,Cpr35B,,CG3474,,0.919,Pan-drosophilid
FBgn0028872,CG18095,FBgn0032543,CG18095,,0.812,Diptera
FBgn0028875,nAChRalpha5,"FBgn0028874,FBgn0066016",CG32975,"CG4498,CG16878",0.748,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0028878,CG15269,,CG15269,,0.897,Diptera
FBgn0028879,CG15270,,CG15270,,0.767,Bilateria
FBgn0028880,CG15256,FBgn0032566,CG15256,,0.895,Pan-drosophilid
FBgn0028884,CG4892,FBgn0063712,CG4892,,0.899,Pan-drosophilid
FBgn0028886,CG15279,FBgn0045951,CG15279,,0.766,Diptera
FBgn0028887,CG3491,,CG3491,,0.868,mel-subgroup
FBgn0028888,CG4168,,CG4168,,0.849,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0028892,CG4161,,CG4161,,0.911,Eukaryota
FBgn0028893,CG31819,"FBgn0051819,FBgn0061461",CG31819,,0.886,Pan-drosophilid
FBgn0028894,GMF,FBgn0062894,CG5869,,0.395,Eukaryota
FBgn0028895,CG17328,,CG17328,,0.485,Diptera
FBgn0028896,CG17329,FBgn0063724,CG17329,,0.88,Pan-drosophilid
FBgn0028897,CG4935,,CG4935,,0.63,Eukaryota
FBgn0028899,CG31817,"FBgn0051817,FBgn0066376,FBgn0066377",CG31817,,0.832,Pan-drosophilid
FBgn0028900,CG18518,FBgn0032573,CG18518,,0.902,mel-subgroup
FBgn0028901,CG18109,FBgn0032572,CG18109,,0.876,Pan-drosophilid
FBgn0028902,Tektin-A,FBgn0044635,CG4767,,0.897,Bilateria
FBgn0028903,CG13243,,CG13243,,0.894,Pan-drosophilid
FBgn0028913,CG3473,FBgn0063328,CG3473,,0.906,Pan-drosophilid
FBgn0028916,CG33090,"FBgn0051837,FBgn0053090",CG33090,"CG7469,CG31837,CG15287",0.409,Cellular_Organisms
FBgn0028919,CG16865,,CG16865,,0.565,Eukaryota
FBgn0028920,CG8997,,CG8997,,0.735,Diptera
FBgn0028926,NC2beta,,CG4185,,0.522,Eukaryota
FBgn0028931,CG16863,,CG16863,,0.664,Eukaryota
FBgn0028932,CG16890,,CG16890,,0.302,Eukaryota
FBgn0028935,CG7653,,CG7653,,0.92,Pan-drosophilid
FBgn0028936,NimB5,FBgn0032539,CG16873,,0.611,Pan-drosophilid
FBgn0028938,CG16886,,CG16886,,0.868,Diptera
FBgn0028939,NimC2,FBgn0032541,CG18146,,0.837,Diptera
FBgn0028940,Cyp28a5,"FBgn0032540,FBgn0043826",CG8864,,0.707,Pan-drosophilid
FBgn0028941,CG16853,,CG16853,,0.833,Pan-drosophilid
FBgn0028942,CG16852,"FBgn0032529,FBgn0063294",CG16852,,0.84,Pan-drosophilid
FBgn0028943,CG15638,,CG15638,,0.908,Pan-drosophilid
FBgn0028944,Semp1,,CG11864,,0.957,Bilateria
FBgn0028945,CG7631,,CG7631,,0.896,Pan-drosophilid
FBgn0028946,Or35a,,CG17868,,0.932,Pan-drosophilid
FBgn0028947,CG11865,,CG11865,,0.964,Bilateria
FBgn0028948,CG15253,,CG15253,,0.909,Bilateria
FBgn0028949,CG15254,,CG15254,,0.863,Pan-drosophilid
FBgn0028950,CG15255,,CG15255,,0.859,Pan-drosophilid
FBgn0028952,Kebab,FBgn0051672,CG31672,CG4248,0.65,Pan-drosophilid
FBgn0028953,CG14478,FBgn0034222,CG14478,,0.36,Eukaryota
FBgn0028955,CG8788,FBgn0033384,CG8788,,1.011,Pan-drosophilid
FBgn0028956,mthl3,"FBgn0034220,FBgn0046526,FBgn0046527",CG6530,,0.452,Diptera
FBgn0028962,Aats-ala-m,,CG4633,,0.462,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0028963,Or49b,,CG17584,,0.966,Diptera
FBgn0028965,A16,FBgn0032468,CG9933,,0.493,Pan-drosophilid
FBgn0028968,gammaCOP,"FBgn0041590,FBgn0062085",CG1528,,0.288,Eukaryota
FBgn0028969,deltaCOP,"FBgn0015013,FBgn0020026,FBgn0026700,FBgn0027227,FBgn0029593,FBgn0040159,FBgn0066816",CG14813,,0.278,Eukaryota
FBgn0028970,betaggt-II,FBgn0031480,CG18627,,0.392,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0028974,xmas-2,"FBgn0030822,FBgn0052562",CG32562,CG8919,0.501,Eukaryota
FBgn0028978,trbl,FBgn0036983,CG5408,,0.358,Bilateria
FBgn0028979,tio,FBgn0032970,CG12630,,0.775,Diptera
FBgn0028980,tant,FBgn0035668,CG6586,,0.552,Pan-drosophilid
FBgn0028982,Spt6,"FBgn0026691,FBgn0028682",CG12225,,0.303,Eukaryota
FBgn0028983,Spn55B,,CG10913,,0.476,Cellular_Organisms
FBgn0028984,Spn88Ea,FBgn0038298,CG18525,,0.354,Diptera
FBgn0028988,Spn42Dd,FBgn0033114,CG9456,,0.696,mel-group
FBgn0028990,Spn27A,FBgn0031846,CG11331,,0.383,Bilateria
FBgn0028991,seq,"FBgn0002074,FBgn0033803,FBgn0033804,FBgn0061357,FBgn0064120",CG32904,"CG4055,CG4037",1.011,Pan-drosophilid
FBgn0028992,sds22,FBgn0038503,CG5851,,0.327,Eukaryota
FBgn0028993,scro,"FBgn0040044,FBgn0040516,FBgn0042215",CG17594,"CG17595,CG18452",0.647,Bilateria
FBgn0028996,onecut,FBgn0039913,CG1922,,0.687,Bilateria
FBgn0028997,nmdyn-D7,FBgn0037729,CG8362,,0.678,Bilateria
FBgn0028999,nerfin-1,FBgn0035177,CG13906,,0.825,Eukaryota
FBgn0029002,miple2,FBgn0035123,CG18321,,0.453,Pan-drosophilid
FBgn0029003,mab-21,FBgn0029832,CG4746,,0.767,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0029006,Smurf,"FBgn0034252,FBgn0041185",CG4943,,0.405,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0029067,Dd,"FBgn0031173,FBgn0063165,FBgn0066839",CG1696,,0.269,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0029079,icln,FBgn0034250,CG4924,,0.336,Eukaryota
FBgn0029082,hbs,"FBgn0033991,FBgn0064179",CG7449,,0.739,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0029084,gom,FBgn0041572,CG6727,,0.88,Pan-drosophilid
FBgn0029088,disp,FBgn0037390,CG2019,,0.304,Bilateria
FBgn0029091,CS-2,FBgn0037145,CG7464,,0.807,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0029092,ced-6,FBgn0033414,CG11804,,0.274,Bilateria
